Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 2, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 8,388,608
  lm_head                 : 4,194,304
  transformer_matrices    : 23,068,928
  scalars                 : 16
  total                   : 39,846,160
Estimated FLOPs per token: 2.264940e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011336 | lrm: 1.00 | dt: 224382ms | tok/sec: 876 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 02059 (80.0%) | loss: 2.883002 | lrm: 0.40 | dt: 114ms | tok/sec: 1,722,526 | mfu: 39.4% | epoch: 1 | remaining: 60s    
step 02060 (80.1%) | loss: 2.878709 | lrm: 0.40 | dt: 114ms | tok/sec: 1,726,475 | mfu: 39.5% | epoch: 1 | remaining: 60s    
step 02061 (80.1%) | loss: 2.879664 | lrm: 0.40 | dt: 139ms | tok/sec: 1,418,558 | mfu: 32.5% | epoch: 1 | remaining: 60s    
step 02062 (80.1%) | loss: 2.872214 | lrm: 0.40 | dt: 111ms | tok/sec: 1,765,988 | mfu: 40.4% | epoch: 1 | remaining: 59s    
step 02063 (80.2%) | loss: 2.878639 | lrm: 0.40 | dt: 113ms | tok/sec: 1,745,293 | mfu: 39.9% | epoch: 1 | remaining: 59s    
step 02064 (80.2%) | loss: 2.875743 | lrm: 0.40 | dt: 112ms | tok/sec: 1,762,067 | mfu: 40.3% | epoch: 1 | remaining: 59s    
step 02065 (80.2%) | loss: 2.873553 | lrm: 0.40 | dt: 115ms | tok/sec: 1,712,599 | mfu: 39.2% | epoch: 1 | remaining: 59s    
step 02066 (80.3%) | loss: 2.867521 | lrm: 0.39 | dt: 115ms | tok/sec: 1,709,046 | mfu: 39.1% | epoch: 1 | remaining: 59s    
step 02067 (80.3%) | loss: 2.860573 | lrm: 0.39 | dt: 114ms | tok/sec: 1,722,120 | mfu: 39.4% | epoch: 1 | remaining: 59s    
step 02068 (80.4%) | loss: 2.864219 | lrm: 0.39 | dt: 114ms | tok/sec: 1,720,689 | mfu: 39.4% | epoch: 1 | remaining: 59s    
step 02069 (80.4%) | loss: 2.866435 | lrm: 0.39 | dt: 118ms | tok/sec: 1,660,308 | mfu: 38.0% | epoch: 1 | remaining: 59s    
step 02070 (80.4%) | loss: 2.870986 | lrm: 0.39 | dt: 118ms | tok/sec: 1,667,857 | mfu: 38.2% | epoch: 1 | remaining: 59s    
step 02071 (80.5%) | loss: 2.871182 | lrm: 0.39 | dt: 115ms | tok/sec: 1,709,120 | mfu: 39.1% | epoch: 1 | remaining: 58s    
step 02072 (80.5%) | loss: 2.874979 | lrm: 0.39 | dt: 112ms | tok/sec: 1,750,101 | mfu: 40.1% | epoch: 1 | remaining: 58s    
step 02073 (80.6%) | loss: 2.870258 | lrm: 0.39 | dt: 113ms | tok/sec: 1,735,486 | mfu: 39.7% | epoch: 1 | remaining: 58s    
step 02074 (80.6%) | loss: 2.873678 | lrm: 0.39 | dt: 153ms | tok/sec: 1,288,240 | mfu: 29.5% | epoch: 1 | remaining: 58s    
step 02075 (80.6%) | loss: 2.873264 | lrm: 0.39 | dt: 111ms | tok/sec: 1,774,313 | mfu: 40.6% | epoch: 1 | remaining: 58s    
step 02076 (80.7%) | loss: 2.871984 | lrm: 0.39 | dt: 169ms | tok/sec: 1,163,734 | mfu: 26.6% | epoch: 1 | remaining: 58s    
step 02077 (80.7%) | loss: 2.871062 | lrm: 0.39 | dt: 110ms | tok/sec: 1,782,359 | mfu: 40.8% | epoch: 1 | remaining: 58s    
step 02078 (80.8%) | loss: 2.867570 | lrm: 0.38 | dt: 112ms | tok/sec: 1,748,898 | mfu: 40.0% | epoch: 1 | remaining: 58s    
step 02079 (80.8%) | loss: 2.872022 | lrm: 0.38 | dt: 113ms | tok/sec: 1,742,626 | mfu: 39.9% | epoch: 1 | remaining: 57s    
step 02080 (80.9%) | loss: 2.872070 | lrm: 0.38 | dt: 112ms | tok/sec: 1,753,185 | mfu: 40.1% | epoch: 1 | remaining: 57s    
step 02081 (80.9%) | loss: 2.873531 | lrm: 0.38 | dt: 112ms | tok/sec: 1,756,861 | mfu: 40.2% | epoch: 1 | remaining: 57s    
step 02082 (80.9%) | loss: 2.869256 | lrm: 0.38 | dt: 114ms | tok/sec: 1,722,634 | mfu: 39.4% | epoch: 1 | remaining: 57s    
step 02083 (81.0%) | loss: 2.873932 | lrm: 0.38 | dt: 112ms | tok/sec: 1,750,751 | mfu: 40.1% | epoch: 1 | remaining: 57s    
step 02084 (81.0%) | loss: 2.868480 | lrm: 0.38 | dt: 121ms | tok/sec: 1,631,384 | mfu: 37.3% | epoch: 1 | remaining: 57s    
step 02085 (81.0%) | loss: 2.867491 | lrm: 0.38 | dt: 121ms | tok/sec: 1,621,029 | mfu: 37.1% | epoch: 1 | remaining: 57s    
step 02086 (81.1%) | loss: 2.860465 | lrm: 0.38 | dt: 114ms | tok/sec: 1,732,001 | mfu: 39.6% | epoch: 1 | remaining: 57s    
step 02087 (81.1%) | loss: 2.868539 | lrm: 0.38 | dt: 113ms | tok/sec: 1,747,068 | mfu: 40.0% | epoch: 1 | remaining: 57s    
step 02088 (81.2%) | loss: 2.871083 | lrm: 0.38 | dt: 114ms | tok/sec: 1,729,723 | mfu: 39.6% | epoch: 1 | remaining: 56s    
step 02089 (81.2%) | loss: 2.870692 | lrm: 0.38 | dt: 112ms | tok/sec: 1,748,123 | mfu: 40.0% | epoch: 1 | remaining: 56s    
step 02090 (81.2%) | loss: 2.870715 | lrm: 0.38 | dt: 115ms | tok/sec: 1,713,343 | mfu: 39.2% | epoch: 1 | remaining: 56s    
step 02091 (81.3%) | loss: 2.871348 | lrm: 0.37 | dt: 113ms | tok/sec: 1,739,975 | mfu: 39.8% | epoch: 1 | remaining: 56s    
step 02092 (81.3%) | loss: 2.870475 | lrm: 0.37 | dt: 117ms | tok/sec: 1,685,888 | mfu: 38.6% | epoch: 1 | remaining: 56s    
step 02093 (81.3%) | loss: 2.870323 | lrm: 0.37 | dt: 129ms | tok/sec: 1,519,986 | mfu: 34.8% | epoch: 1 | remaining: 56s    
step 02094 (81.4%) | loss: 2.873657 | lrm: 0.37 | dt: 114ms | tok/sec: 1,729,245 | mfu: 39.6% | epoch: 1 | remaining: 56s    
step 02095 (81.4%) | loss: 2.870643 | lrm: 0.37 | dt: 114ms | tok/sec: 1,718,122 | mfu: 39.3% | epoch: 1 | remaining: 56s    
step 02096 (81.5%) | loss: 2.869742 | lrm: 0.37 | dt: 113ms | tok/sec: 1,732,878 | mfu: 39.7% | epoch: 1 | remaining: 55s    
step 02097 (81.5%) | loss: 2.875092 | lrm: 0.37 | dt: 113ms | tok/sec: 1,745,208 | mfu: 39.9% | epoch: 1 | remaining: 55s    
step 02098 (81.5%) | loss: 2.871549 | lrm: 0.37 | dt: 114ms | tok/sec: 1,721,048 | mfu: 39.4% | epoch: 1 | remaining: 55s    
step 02099 (81.6%) | loss: 2.867268 | lrm: 0.37 | dt: 114ms | tok/sec: 1,731,990 | mfu: 39.6% | epoch: 1 | remaining: 55s    
step 02100 (81.6%) | loss: 2.869651 | lrm: 0.37 | dt: 117ms | tok/sec: 1,680,607 | mfu: 38.5% | epoch: 1 | remaining: 55s    
step 02101 (81.7%) | loss: 2.867434 | lrm: 0.37 | dt: 116ms | tok/sec: 1,697,916 | mfu: 38.9% | epoch: 1 | remaining: 55s    
step 02102 (81.7%) | loss: 2.872568 | lrm: 0.37 | dt: 126ms | tok/sec: 1,558,367 | mfu: 35.7% | epoch: 1 | remaining: 55s    
step 02103 (81.7%) | loss: 2.867052 | lrm: 0.37 | dt: 112ms | tok/sec: 1,750,064 | mfu: 40.1% | epoch: 1 | remaining: 55s    
step 02104 (81.8%) | loss: 2.864855 | lrm: 0.36 | dt: 113ms | tok/sec: 1,733,454 | mfu: 39.7% | epoch: 1 | remaining: 55s    
step 02105 (81.8%) | loss: 2.863547 | lrm: 0.36 | dt: 116ms | tok/sec: 1,700,068 | mfu: 38.9% | epoch: 1 | remaining: 54s    
step 02106 (81.9%) | loss: 2.865011 | lrm: 0.36 | dt: 113ms | tok/sec: 1,740,343 | mfu: 39.8% | epoch: 1 | remaining: 54s    
step 02107 (81.9%) | loss: 2.868758 | lrm: 0.36 | dt: 122ms | tok/sec: 1,618,090 | mfu: 37.0% | epoch: 1 | remaining: 54s    
step 02108 (81.9%) | loss: 2.869961 | lrm: 0.36 | dt: 121ms | tok/sec: 1,628,208 | mfu: 37.3% | epoch: 1 | remaining: 54s    
step 02109 (82.0%) | loss: 2.870118 | lrm: 0.36 | dt: 112ms | tok/sec: 1,761,635 | mfu: 40.3% | epoch: 1 | remaining: 54s    
step 02110 (82.0%) | loss: 2.861970 | lrm: 0.36 | dt: 117ms | tok/sec: 1,681,848 | mfu: 38.5% | epoch: 1 | remaining: 54s    
step 02111 (82.0%) | loss: 2.862131 | lrm: 0.36 | dt: 116ms | tok/sec: 1,700,163 | mfu: 38.9% | epoch: 1 | remaining: 54s    
step 02112 (82.1%) | loss: 2.865621 | lrm: 0.36 | dt: 116ms | tok/sec: 1,698,279 | mfu: 38.9% | epoch: 1 | remaining: 54s    
step 02113 (82.1%) | loss: 2.865084 | lrm: 0.36 | dt: 113ms | tok/sec: 1,732,937 | mfu: 39.7% | epoch: 1 | remaining: 54s    
step 02114 (82.2%) | loss: 2.863635 | lrm: 0.36 | dt: 113ms | tok/sec: 1,737,091 | mfu: 39.8% | epoch: 1 | remaining: 53s    
step 02115 (82.2%) | loss: 2.863948 | lrm: 0.36 | dt: 114ms | tok/sec: 1,721,433 | mfu: 39.4% | epoch: 1 | remaining: 53s    
step 02116 (82.2%) | loss: 2.869376 | lrm: 0.36 | dt: 117ms | tok/sec: 1,675,267 | mfu: 38.3% | epoch: 1 | remaining: 53s    
step 02117 (82.3%) | loss: 2.871385 | lrm: 0.35 | dt: 192ms | tok/sec: 1,025,904 | mfu: 23.5% | epoch: 1 | remaining: 53s    
step 02118 (82.3%) | loss: 2.874826 | lrm: 0.35 | dt: 113ms | tok/sec: 1,744,281 | mfu: 39.9% | epoch: 1 | remaining: 53s    
step 02119 (82.4%) | loss: 2.873670 | lrm: 0.35 | dt: 112ms | tok/sec: 1,749,540 | mfu: 40.0% | epoch: 1 | remaining: 53s    
step 02120 (82.4%) | loss: 2.871748 | lrm: 0.35 | dt: 112ms | tok/sec: 1,756,468 | mfu: 40.2% | epoch: 1 | remaining: 53s    
step 02121 (82.5%) | loss: 2.868879 | lrm: 0.35 | dt: 126ms | tok/sec: 1,556,855 | mfu: 35.6% | epoch: 1 | remaining: 53s    
step 02122 (82.5%) | loss: 2.869659 | lrm: 0.35 | dt: 111ms | tok/sec: 1,769,733 | mfu: 40.5% | epoch: 1 | remaining: 52s    
step 02123 (82.5%) | loss: 2.869806 | lrm: 0.35 | dt: 112ms | tok/sec: 1,757,643 | mfu: 40.2% | epoch: 1 | remaining: 52s    
step 02124 (82.6%) | loss: 2.864982 | lrm: 0.35 | dt: 112ms | tok/sec: 1,759,338 | mfu: 40.3% | epoch: 1 | remaining: 52s    
step 02125 (82.6%) | loss: 2.866074 | lrm: 0.35 | dt: 120ms | tok/sec: 1,636,613 | mfu: 37.5% | epoch: 1 | remaining: 52s    
step 02126 (82.6%) | loss: 2.865377 | lrm: 0.35 | dt: 120ms | tok/sec: 1,637,584 | mfu: 37.5% | epoch: 1 | remaining: 52s    
step 02127 (82.7%) | loss: 2.867226 | lrm: 0.35 | dt: 124ms | tok/sec: 1,582,905 | mfu: 36.2% | epoch: 1 | remaining: 52s    
step 02128 (82.7%) | loss: 2.863002 | lrm: 0.35 | dt: 112ms | tok/sec: 1,761,465 | mfu: 40.3% | epoch: 1 | remaining: 52s    
step 02129 (82.8%) | loss: 2.865837 | lrm: 0.34 | dt: 113ms | tok/sec: 1,732,951 | mfu: 39.7% | epoch: 1 | remaining: 52s    
step 02130 (82.8%) | loss: 2.865374 | lrm: 0.34 | dt: 115ms | tok/sec: 1,715,520 | mfu: 39.3% | epoch: 1 | remaining: 51s    
step 02131 (82.8%) | loss: 2.862660 | lrm: 0.34 | dt: 112ms | tok/sec: 1,749,793 | mfu: 40.1% | epoch: 1 | remaining: 51s    
step 02132 (82.9%) | loss: 2.866215 | lrm: 0.34 | dt: 113ms | tok/sec: 1,742,943 | mfu: 39.9% | epoch: 1 | remaining: 51s    
step 02133 (82.9%) | loss: 2.865573 | lrm: 0.34 | dt: 115ms | tok/sec: 1,706,775 | mfu: 39.1% | epoch: 1 | remaining: 51s    
step 02134 (83.0%) | loss: 2.864496 | lrm: 0.34 | dt: 118ms | tok/sec: 1,667,017 | mfu: 38.2% | epoch: 1 | remaining: 51s    
step 02135 (83.0%) | loss: 2.860484 | lrm: 0.34 | dt: 116ms | tok/sec: 1,697,318 | mfu: 38.9% | epoch: 1 | remaining: 51s    
step 02136 (83.0%) | loss: 2.855163 | lrm: 0.34 | dt: 116ms | tok/sec: 1,696,271 | mfu: 38.8% | epoch: 1 | remaining: 51s    
step 02137 (83.1%) | loss: 2.845346 | lrm: 0.34 | dt: 114ms | tok/sec: 1,728,657 | mfu: 39.6% | epoch: 1 | remaining: 51s    
step 02138 (83.1%) | loss: 2.838813 | lrm: 0.34 | dt: 113ms | tok/sec: 1,734,354 | mfu: 39.7% | epoch: 1 | remaining: 51s    
step 02139 (83.1%) | loss: 2.846250 | lrm: 0.34 | dt: 113ms | tok/sec: 1,736,151 | mfu: 39.7% | epoch: 1 | remaining: 50s    
step 02140 (83.2%) | loss: 2.846291 | lrm: 0.34 | dt: 113ms | tok/sec: 1,741,449 | mfu: 39.9% | epoch: 1 | remaining: 50s    
step 02141 (83.2%) | loss: 2.847228 | lrm: 0.34 | dt: 113ms | tok/sec: 1,737,644 | mfu: 39.8% | epoch: 1 | remaining: 50s    
step 02142 (83.3%) | loss: 2.849987 | lrm: 0.33 | dt: 116ms | tok/sec: 1,694,845 | mfu: 38.8% | epoch: 1 | remaining: 50s    
step 02143 (83.3%) | loss: 2.850629 | lrm: 0.33 | dt: 117ms | tok/sec: 1,678,325 | mfu: 38.4% | epoch: 1 | remaining: 50s    
step 02144 (83.3%) | loss: 2.849235 | lrm: 0.33 | dt: 117ms | tok/sec: 1,676,998 | mfu: 38.4% | epoch: 1 | remaining: 50s    
step 02145 (83.4%) | loss: 2.850623 | lrm: 0.33 | dt: 116ms | tok/sec: 1,701,447 | mfu: 38.9% | epoch: 1 | remaining: 50s    
step 02146 (83.4%) | loss: 2.847747 | lrm: 0.33 | dt: 114ms | tok/sec: 1,728,241 | mfu: 39.6% | epoch: 1 | remaining: 50s    
step 02147 (83.5%) | loss: 2.853582 | lrm: 0.33 | dt: 114ms | tok/sec: 1,732,165 | mfu: 39.6% | epoch: 1 | remaining: 50s    
step 02148 (83.5%) | loss: 2.851012 | lrm: 0.33 | dt: 121ms | tok/sec: 1,629,862 | mfu: 37.3% | epoch: 1 | remaining: 49s    
step 02149 (83.5%) | loss: 2.856830 | lrm: 0.33 | dt: 113ms | tok/sec: 1,740,824 | mfu: 39.8% | epoch: 1 | remaining: 49s    
step 02150 (83.6%) | loss: 2.857612 | lrm: 0.33 | dt: 116ms | tok/sec: 1,695,817 | mfu: 38.8% | epoch: 1 | remaining: 49s    
step 02151 (83.6%) | loss: 2.858538 | lrm: 0.33 | dt: 115ms | tok/sec: 1,702,736 | mfu: 39.0% | epoch: 1 | remaining: 49s    
step 02152 (83.6%) | loss: 2.861814 | lrm: 0.33 | dt: 115ms | tok/sec: 1,705,779 | mfu: 39.0% | epoch: 1 | remaining: 49s    
step 02153 (83.7%) | loss: 2.862316 | lrm: 0.33 | dt: 115ms | tok/sec: 1,710,499 | mfu: 39.2% | epoch: 1 | remaining: 49s    
step 02154 (83.7%) | loss: 2.858561 | lrm: 0.33 | dt: 120ms | tok/sec: 1,639,388 | mfu: 37.5% | epoch: 1 | remaining: 49s    
step 02155 (83.8%) | loss: 2.858226 | lrm: 0.32 | dt: 113ms | tok/sec: 1,736,948 | mfu: 39.8% | epoch: 1 | remaining: 49s    
step 02156 (83.8%) | loss: 2.853480 | lrm: 0.32 | dt: 122ms | tok/sec: 1,614,858 | mfu: 37.0% | epoch: 1 | remaining: 48s    
step 02157 (83.8%) | loss: 2.857670 | lrm: 0.32 | dt: 111ms | tok/sec: 1,768,928 | mfu: 40.5% | epoch: 1 | remaining: 48s    
step 02158 (83.9%) | loss: 2.854895 | lrm: 0.32 | dt: 114ms | tok/sec: 1,726,482 | mfu: 39.5% | epoch: 1 | remaining: 48s    
step 02159 (83.9%) | loss: 2.852372 | lrm: 0.32 | dt: 115ms | tok/sec: 1,706,814 | mfu: 39.1% | epoch: 1 | remaining: 48s    
step 02160 (84.0%) | loss: 2.852942 | lrm: 0.32 | dt: 114ms | tok/sec: 1,717,167 | mfu: 39.3% | epoch: 1 | remaining: 48s    
step 02161 (84.0%) | loss: 2.860274 | lrm: 0.32 | dt: 114ms | tok/sec: 1,726,377 | mfu: 39.5% | epoch: 1 | remaining: 48s    
step 02162 (84.0%) | loss: 2.861058 | lrm: 0.32 | dt: 120ms | tok/sec: 1,643,282 | mfu: 37.6% | epoch: 1 | remaining: 48s    
step 02163 (84.1%) | loss: 2.863112 | lrm: 0.32 | dt: 119ms | tok/sec: 1,646,652 | mfu: 37.7% | epoch: 1 | remaining: 48s    
step 02164 (84.1%) | loss: 2.862693 | lrm: 0.32 | dt: 114ms | tok/sec: 1,719,620 | mfu: 39.4% | epoch: 1 | remaining: 48s    
step 02165 (84.1%) | loss: 2.865648 | lrm: 0.32 | dt: 141ms | tok/sec: 1,390,053 | mfu: 31.8% | epoch: 1 | remaining: 47s    
step 02166 (84.2%) | loss: 2.862405 | lrm: 0.32 | dt: 111ms | tok/sec: 1,770,287 | mfu: 40.5% | epoch: 1 | remaining: 47s    
step 02167 (84.2%) | loss: 2.862516 | lrm: 0.32 | dt: 111ms | tok/sec: 1,763,616 | mfu: 40.4% | epoch: 1 | remaining: 47s    
step 02168 (84.3%) | loss: 2.853813 | lrm: 0.31 | dt: 113ms | tok/sec: 1,736,864 | mfu: 39.8% | epoch: 1 | remaining: 47s    
step 02169 (84.3%) | loss: 2.850466 | lrm: 0.31 | dt: 115ms | tok/sec: 1,711,749 | mfu: 39.2% | epoch: 1 | remaining: 47s    
step 02170 (84.3%) | loss: 2.860905 | lrm: 0.31 | dt: 113ms | tok/sec: 1,733,618 | mfu: 39.7% | epoch: 1 | remaining: 47s    
step 02171 (84.4%) | loss: 2.864236 | lrm: 0.31 | dt: 150ms | tok/sec: 1,312,010 | mfu: 30.0% | epoch: 1 | remaining: 47s    
step 02172 (84.4%) | loss: 2.862349 | lrm: 0.31 | dt: 111ms | tok/sec: 1,771,375 | mfu: 40.5% | epoch: 1 | remaining: 47s    
step 02173 (84.5%) | loss: 2.860039 | lrm: 0.31 | dt: 114ms | tok/sec: 1,717,822 | mfu: 39.3% | epoch: 1 | remaining: 46s    
step 02174 (84.5%) | loss: 2.862792 | lrm: 0.31 | dt: 114ms | tok/sec: 1,725,803 | mfu: 39.5% | epoch: 1 | remaining: 46s    
step 02175 (84.5%) | loss: 2.866471 | lrm: 0.31 | dt: 113ms | tok/sec: 1,744,975 | mfu: 39.9% | epoch: 1 | remaining: 46s    
step 02176 (84.6%) | loss: 2.864099 | lrm: 0.31 | dt: 115ms | tok/sec: 1,706,648 | mfu: 39.1% | epoch: 1 | remaining: 46s    
step 02177 (84.6%) | loss: 2.861405 | lrm: 0.31 | dt: 114ms | tok/sec: 1,725,427 | mfu: 39.5% | epoch: 1 | remaining: 46s    
step 02178 (84.7%) | loss: 2.863675 | lrm: 0.31 | dt: 115ms | tok/sec: 1,715,007 | mfu: 39.3% | epoch: 1 | remaining: 46s    
step 02179 (84.7%) | loss: 2.863818 | lrm: 0.31 | dt: 118ms | tok/sec: 1,668,434 | mfu: 38.2% | epoch: 1 | remaining: 46s    
step 02180 (84.7%) | loss: 2.861617 | lrm: 0.31 | dt: 116ms | tok/sec: 1,694,361 | mfu: 38.8% | epoch: 1 | remaining: 46s    
step 02181 (84.8%) | loss: 2.862797 | lrm: 0.30 | dt: 114ms | tok/sec: 1,723,887 | mfu: 39.5% | epoch: 1 | remaining: 46s    
step 02182 (84.8%) | loss: 2.861841 | lrm: 0.30 | dt: 115ms | tok/sec: 1,712,233 | mfu: 39.2% | epoch: 1 | remaining: 45s    
step 02183 (84.9%) | loss: 2.857081 | lrm: 0.30 | dt: 117ms | tok/sec: 1,679,023 | mfu: 38.4% | epoch: 1 | remaining: 45s    
step 02184 (84.9%) | loss: 2.853616 | lrm: 0.30 | dt: 112ms | tok/sec: 1,759,823 | mfu: 40.3% | epoch: 1 | remaining: 45s    
step 02185 (84.9%) | loss: 2.857159 | lrm: 0.30 | dt: 113ms | tok/sec: 1,736,538 | mfu: 39.7% | epoch: 1 | remaining: 45s    
step 02186 (85.0%) | loss: 2.858818 | lrm: 0.30 | dt: 121ms | tok/sec: 1,630,065 | mfu: 37.3% | epoch: 1 | remaining: 45s    
step 02187 (85.0%) | loss: 2.851903 | lrm: 0.30 | dt: 115ms | tok/sec: 1,712,272 | mfu: 39.2% | epoch: 1 | remaining: 45s    
step 02188 (85.0%) | loss: 2.850498 | lrm: 0.30 | dt: 117ms | tok/sec: 1,674,903 | mfu: 38.3% | epoch: 1 | remaining: 45s    
step 02189 (85.1%) | loss: 2.844748 | lrm: 0.30 | dt: 114ms | tok/sec: 1,720,309 | mfu: 39.4% | epoch: 1 | remaining: 45s    
step 02190 (85.1%) | loss: 2.849105 | lrm: 0.30 | dt: 124ms | tok/sec: 1,585,193 | mfu: 36.3% | epoch: 1 | remaining: 45s    
step 02191 (85.2%) | loss: 2.845224 | lrm: 0.30 | dt: 112ms | tok/sec: 1,748,038 | mfu: 40.0% | epoch: 1 | remaining: 44s    
step 02192 (85.2%) | loss: 2.846374 | lrm: 0.30 | dt: 113ms | tok/sec: 1,734,362 | mfu: 39.7% | epoch: 1 | remaining: 44s    
step 02193 (85.2%) | loss: 2.844543 | lrm: 0.30 | dt: 113ms | tok/sec: 1,746,428 | mfu: 40.0% | epoch: 1 | remaining: 44s    
step 02194 (85.3%) | loss: 2.839649 | lrm: 0.29 | dt: 116ms | tok/sec: 1,689,823 | mfu: 38.7% | epoch: 1 | remaining: 44s    
step 02195 (85.3%) | loss: 2.847083 | lrm: 0.29 | dt: 113ms | tok/sec: 1,734,847 | mfu: 39.7% | epoch: 1 | remaining: 44s    
step 02196 (85.4%) | loss: 2.846017 | lrm: 0.29 | dt: 117ms | tok/sec: 1,687,071 | mfu: 38.6% | epoch: 1 | remaining: 44s    
step 02197 (85.4%) | loss: 2.843044 | lrm: 0.29 | dt: 116ms | tok/sec: 1,694,145 | mfu: 38.8% | epoch: 1 | remaining: 44s    
step 02198 (85.4%) | loss: 2.842751 | lrm: 0.29 | dt: 114ms | tok/sec: 1,719,290 | mfu: 39.4% | epoch: 1 | remaining: 44s    
step 02199 (85.5%) | loss: 2.839044 | lrm: 0.29 | dt: 115ms | tok/sec: 1,705,071 | mfu: 39.0% | epoch: 1 | remaining: 43s    
step 02200 (85.5%) | loss: 2.835395 | lrm: 0.29 | dt: 114ms | tok/sec: 1,719,297 | mfu: 39.4% | epoch: 1 | remaining: 43s    
step 02201 (85.5%) | loss: 2.835849 | lrm: 0.29 | dt: 114ms | tok/sec: 1,722,440 | mfu: 39.4% | epoch: 1 | remaining: 43s    
step 02202 (85.6%) | loss: 2.842349 | lrm: 0.29 | dt: 116ms | tok/sec: 1,693,446 | mfu: 38.8% | epoch: 1 | remaining: 43s    
step 02203 (85.6%) | loss: 2.841416 | lrm: 0.29 | dt: 113ms | tok/sec: 1,739,825 | mfu: 39.8% | epoch: 1 | remaining: 43s    
step 02204 (85.7%) | loss: 2.844992 | lrm: 0.29 | dt: 115ms | tok/sec: 1,713,072 | mfu: 39.2% | epoch: 1 | remaining: 43s    
step 02205 (85.7%) | loss: 2.847601 | lrm: 0.29 | dt: 116ms | tok/sec: 1,688,498 | mfu: 38.6% | epoch: 1 | remaining: 43s    
step 02206 (85.7%) | loss: 2.852469 | lrm: 0.29 | dt: 123ms | tok/sec: 1,593,997 | mfu: 36.5% | epoch: 1 | remaining: 43s    
step 02207 (85.8%) | loss: 2.853665 | lrm: 0.28 | dt: 113ms | tok/sec: 1,741,618 | mfu: 39.9% | epoch: 1 | remaining: 43s    
step 02208 (85.8%) | loss: 2.853853 | lrm: 0.28 | dt: 113ms | tok/sec: 1,736,568 | mfu: 39.7% | epoch: 1 | remaining: 42s    
step 02209 (85.9%) | loss: 2.850575 | lrm: 0.28 | dt: 114ms | tok/sec: 1,731,241 | mfu: 39.6% | epoch: 1 | remaining: 42s    
step 02210 (85.9%) | loss: 2.850912 | lrm: 0.28 | dt: 114ms | tok/sec: 1,721,135 | mfu: 39.4% | epoch: 1 | remaining: 42s    
step 02211 (85.9%) | loss: 2.847914 | lrm: 0.28 | dt: 113ms | tok/sec: 1,743,227 | mfu: 39.9% | epoch: 1 | remaining: 42s    
step 02212 (86.0%) | loss: 2.850049 | lrm: 0.28 | dt: 114ms | tok/sec: 1,724,807 | mfu: 39.5% | epoch: 1 | remaining: 42s    
step 02213 (86.0%) | loss: 2.849781 | lrm: 0.28 | dt: 115ms | tok/sec: 1,708,306 | mfu: 39.1% | epoch: 1 | remaining: 42s    
step 02214 (86.0%) | loss: 2.856556 | lrm: 0.28 | dt: 129ms | tok/sec: 1,521,568 | mfu: 34.8% | epoch: 1 | remaining: 42s    
step 02215 (86.1%) | loss: 2.853121 | lrm: 0.28 | dt: 173ms | tok/sec: 1,138,226 | mfu: 26.1% | epoch: 1 | remaining: 42s    
step 02216 (86.1%) | loss: 2.852472 | lrm: 0.28 | dt: 130ms | tok/sec: 1,511,356 | mfu: 34.6% | epoch: 1 | remaining: 41s    
step 02217 (86.2%) | loss: 2.845454 | lrm: 0.28 | dt: 110ms | tok/sec: 1,779,878 | mfu: 40.7% | epoch: 1 | remaining: 41s    
step 02218 (86.2%) | loss: 2.844500 | lrm: 0.28 | dt: 116ms | tok/sec: 1,689,300 | mfu: 38.7% | epoch: 1 | remaining: 41s    
step 02219 (86.3%) | loss: 2.845017 | lrm: 0.27 | dt: 111ms | tok/sec: 1,764,990 | mfu: 40.4% | epoch: 1 | remaining: 41s    
step 02220 (86.3%) | loss: 2.847775 | lrm: 0.27 | dt: 113ms | tok/sec: 1,747,382 | mfu: 40.0% | epoch: 1 | remaining: 41s    
step 02221 (86.3%) | loss: 2.843038 | lrm: 0.27 | dt: 113ms | tok/sec: 1,741,876 | mfu: 39.9% | epoch: 1 | remaining: 41s    
step 02222 (86.4%) | loss: 2.844109 | lrm: 0.27 | dt: 112ms | tok/sec: 1,752,444 | mfu: 40.1% | epoch: 1 | remaining: 41s    
step 02223 (86.4%) | loss: 2.840509 | lrm: 0.27 | dt: 120ms | tok/sec: 1,635,447 | mfu: 37.4% | epoch: 1 | remaining: 41s    
step 02224 (86.5%) | loss: 2.841264 | lrm: 0.27 | dt: 120ms | tok/sec: 1,636,382 | mfu: 37.5% | epoch: 1 | remaining: 41s    
step 02225 (86.5%) | loss: 2.839230 | lrm: 0.27 | dt: 116ms | tok/sec: 1,696,801 | mfu: 38.8% | epoch: 1 | remaining: 40s    
step 02226 (86.5%) | loss: 2.841279 | lrm: 0.27 | dt: 136ms | tok/sec: 1,449,230 | mfu: 33.2% | epoch: 1 | remaining: 40s    
