Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011339 | lrm: 1.00 | dt: 179549ms | tok/sec: 912 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 02381 (79.5%) | loss: 2.863424 | lrm: 0.41 | dt: 99ms | tok/sec: 1,647,336 | mfu: 39.8% | epoch: 1 | remaining: 61s    
step 02382 (79.5%) | loss: 2.864852 | lrm: 0.41 | dt: 100ms | tok/sec: 1,638,307 | mfu: 39.6% | epoch: 1 | remaining: 61s    
step 02383 (79.6%) | loss: 2.861797 | lrm: 0.41 | dt: 99ms | tok/sec: 1,651,553 | mfu: 39.9% | epoch: 1 | remaining: 61s    
step 02384 (79.6%) | loss: 2.866613 | lrm: 0.41 | dt: 100ms | tok/sec: 1,640,960 | mfu: 39.6% | epoch: 1 | remaining: 61s    
step 02385 (79.6%) | loss: 2.861214 | lrm: 0.41 | dt: 99ms | tok/sec: 1,648,395 | mfu: 39.8% | epoch: 1 | remaining: 61s    
step 02386 (79.7%) | loss: 2.856235 | lrm: 0.41 | dt: 100ms | tok/sec: 1,633,614 | mfu: 39.5% | epoch: 1 | remaining: 61s    
step 02387 (79.7%) | loss: 2.864996 | lrm: 0.41 | dt: 100ms | tok/sec: 1,641,595 | mfu: 39.7% | epoch: 1 | remaining: 61s    
step 02388 (79.7%) | loss: 2.860399 | lrm: 0.41 | dt: 100ms | tok/sec: 1,637,367 | mfu: 39.6% | epoch: 1 | remaining: 61s    
step 02389 (79.8%) | loss: 2.858969 | lrm: 0.40 | dt: 101ms | tok/sec: 1,626,100 | mfu: 39.3% | epoch: 1 | remaining: 61s    
step 02390 (79.8%) | loss: 2.860809 | lrm: 0.40 | dt: 100ms | tok/sec: 1,639,222 | mfu: 39.6% | epoch: 1 | remaining: 60s    
step 02391 (79.8%) | loss: 2.864347 | lrm: 0.40 | dt: 101ms | tok/sec: 1,627,621 | mfu: 39.3% | epoch: 1 | remaining: 60s    
step 02392 (79.9%) | loss: 2.862401 | lrm: 0.40 | dt: 99ms | tok/sec: 1,649,464 | mfu: 39.9% | epoch: 1 | remaining: 60s    
step 02393 (79.9%) | loss: 2.867047 | lrm: 0.40 | dt: 99ms | tok/sec: 1,654,714 | mfu: 40.0% | epoch: 1 | remaining: 60s    
step 02394 (79.9%) | loss: 2.870088 | lrm: 0.40 | dt: 110ms | tok/sec: 1,491,392 | mfu: 36.0% | epoch: 1 | remaining: 60s    
step 02395 (80.0%) | loss: 2.869491 | lrm: 0.40 | dt: 98ms | tok/sec: 1,672,877 | mfu: 40.4% | epoch: 1 | remaining: 60s    
step 02396 (80.0%) | loss: 2.879081 | lrm: 0.40 | dt: 99ms | tok/sec: 1,649,963 | mfu: 39.9% | epoch: 1 | remaining: 60s    
step 02397 (80.0%) | loss: 2.873292 | lrm: 0.40 | dt: 103ms | tok/sec: 1,595,204 | mfu: 38.5% | epoch: 1 | remaining: 60s    
step 02398 (80.1%) | loss: 2.869601 | lrm: 0.40 | dt: 98ms | tok/sec: 1,679,021 | mfu: 40.6% | epoch: 1 | remaining: 60s    
step 02399 (80.1%) | loss: 2.871987 | lrm: 0.40 | dt: 100ms | tok/sec: 1,645,561 | mfu: 39.8% | epoch: 1 | remaining: 60s    
step 02400 (80.1%) | loss: 2.877346 | lrm: 0.40 | dt: 100ms | tok/sec: 1,636,969 | mfu: 39.6% | epoch: 1 | remaining: 59s    
step 02401 (80.2%) | loss: 2.878317 | lrm: 0.40 | dt: 99ms | tok/sec: 1,648,190 | mfu: 39.8% | epoch: 1 | remaining: 59s    
step 02402 (80.2%) | loss: 2.876897 | lrm: 0.40 | dt: 100ms | tok/sec: 1,633,544 | mfu: 39.5% | epoch: 1 | remaining: 59s    
step 02403 (80.2%) | loss: 2.878304 | lrm: 0.40 | dt: 100ms | tok/sec: 1,642,980 | mfu: 39.7% | epoch: 1 | remaining: 59s    
step 02404 (80.3%) | loss: 2.886603 | lrm: 0.39 | dt: 104ms | tok/sec: 1,570,723 | mfu: 38.0% | epoch: 1 | remaining: 59s    
step 02405 (80.3%) | loss: 2.884848 | lrm: 0.39 | dt: 99ms | tok/sec: 1,657,220 | mfu: 40.0% | epoch: 1 | remaining: 59s    
step 02406 (80.3%) | loss: 2.880344 | lrm: 0.39 | dt: 99ms | tok/sec: 1,648,039 | mfu: 39.8% | epoch: 1 | remaining: 59s    
step 02407 (80.4%) | loss: 2.879909 | lrm: 0.39 | dt: 99ms | tok/sec: 1,656,709 | mfu: 40.0% | epoch: 1 | remaining: 59s    
step 02408 (80.4%) | loss: 2.877476 | lrm: 0.39 | dt: 99ms | tok/sec: 1,648,621 | mfu: 39.8% | epoch: 1 | remaining: 59s    
step 02409 (80.4%) | loss: 2.871843 | lrm: 0.39 | dt: 103ms | tok/sec: 1,585,151 | mfu: 38.3% | epoch: 1 | remaining: 59s    
step 02410 (80.5%) | loss: 2.868835 | lrm: 0.39 | dt: 99ms | tok/sec: 1,656,146 | mfu: 40.0% | epoch: 1 | remaining: 58s    
step 02411 (80.5%) | loss: 2.873969 | lrm: 0.39 | dt: 100ms | tok/sec: 1,640,928 | mfu: 39.6% | epoch: 1 | remaining: 58s    
step 02412 (80.5%) | loss: 2.870466 | lrm: 0.39 | dt: 100ms | tok/sec: 1,642,062 | mfu: 39.7% | epoch: 1 | remaining: 58s    
step 02413 (80.6%) | loss: 2.867002 | lrm: 0.39 | dt: 101ms | tok/sec: 1,623,629 | mfu: 39.2% | epoch: 1 | remaining: 58s    
step 02414 (80.6%) | loss: 2.866719 | lrm: 0.39 | dt: 101ms | tok/sec: 1,621,740 | mfu: 39.2% | epoch: 1 | remaining: 58s    
step 02415 (80.6%) | loss: 2.864045 | lrm: 0.39 | dt: 108ms | tok/sec: 1,521,399 | mfu: 36.8% | epoch: 1 | remaining: 58s    
step 02416 (80.7%) | loss: 2.869373 | lrm: 0.39 | dt: 98ms | tok/sec: 1,669,906 | mfu: 40.3% | epoch: 1 | remaining: 58s    
step 02417 (80.7%) | loss: 2.864849 | lrm: 0.39 | dt: 99ms | tok/sec: 1,657,768 | mfu: 40.1% | epoch: 1 | remaining: 58s    
step 02418 (80.7%) | loss: 2.862624 | lrm: 0.39 | dt: 100ms | tok/sec: 1,645,329 | mfu: 39.8% | epoch: 1 | remaining: 58s    
step 02419 (80.8%) | loss: 2.862917 | lrm: 0.38 | dt: 99ms | tok/sec: 1,649,139 | mfu: 39.8% | epoch: 1 | remaining: 58s    
step 02420 (80.8%) | loss: 2.865302 | lrm: 0.38 | dt: 100ms | tok/sec: 1,643,385 | mfu: 39.7% | epoch: 1 | remaining: 57s    
step 02421 (80.8%) | loss: 2.870114 | lrm: 0.38 | dt: 100ms | tok/sec: 1,641,167 | mfu: 39.7% | epoch: 1 | remaining: 57s    
step 02422 (80.9%) | loss: 2.867978 | lrm: 0.38 | dt: 101ms | tok/sec: 1,615,864 | mfu: 39.0% | epoch: 1 | remaining: 57s    
step 02423 (80.9%) | loss: 2.869825 | lrm: 0.38 | dt: 100ms | tok/sec: 1,633,824 | mfu: 39.5% | epoch: 1 | remaining: 57s    
step 02424 (80.9%) | loss: 2.868886 | lrm: 0.38 | dt: 100ms | tok/sec: 1,637,183 | mfu: 39.6% | epoch: 1 | remaining: 57s    
step 02425 (81.0%) | loss: 2.865966 | lrm: 0.38 | dt: 100ms | tok/sec: 1,631,497 | mfu: 39.4% | epoch: 1 | remaining: 57s    
step 02426 (81.0%) | loss: 2.868903 | lrm: 0.38 | dt: 99ms | tok/sec: 1,655,121 | mfu: 40.0% | epoch: 1 | remaining: 57s    
step 02427 (81.0%) | loss: 2.867486 | lrm: 0.38 | dt: 102ms | tok/sec: 1,611,933 | mfu: 38.9% | epoch: 1 | remaining: 57s    
step 02428 (81.1%) | loss: 2.860180 | lrm: 0.38 | dt: 99ms | tok/sec: 1,652,601 | mfu: 39.9% | epoch: 1 | remaining: 57s    
step 02429 (81.1%) | loss: 2.868935 | lrm: 0.38 | dt: 100ms | tok/sec: 1,633,832 | mfu: 39.5% | epoch: 1 | remaining: 57s    
step 02430 (81.1%) | loss: 2.869013 | lrm: 0.38 | dt: 100ms | tok/sec: 1,642,046 | mfu: 39.7% | epoch: 1 | remaining: 56s    
step 02431 (81.2%) | loss: 2.865767 | lrm: 0.38 | dt: 100ms | tok/sec: 1,634,352 | mfu: 39.5% | epoch: 1 | remaining: 56s    
step 02432 (81.2%) | loss: 2.860799 | lrm: 0.38 | dt: 99ms | tok/sec: 1,651,779 | mfu: 39.9% | epoch: 1 | remaining: 56s    
step 02433 (81.2%) | loss: 2.859714 | lrm: 0.38 | dt: 100ms | tok/sec: 1,643,424 | mfu: 39.7% | epoch: 1 | remaining: 56s    
step 02434 (81.3%) | loss: 2.858656 | lrm: 0.37 | dt: 101ms | tok/sec: 1,629,605 | mfu: 39.4% | epoch: 1 | remaining: 56s    
step 02435 (81.3%) | loss: 2.860150 | lrm: 0.37 | dt: 99ms | tok/sec: 1,657,068 | mfu: 40.0% | epoch: 1 | remaining: 56s    
step 02436 (81.3%) | loss: 2.862198 | lrm: 0.37 | dt: 100ms | tok/sec: 1,645,451 | mfu: 39.8% | epoch: 1 | remaining: 56s    
step 02437 (81.4%) | loss: 2.863932 | lrm: 0.37 | dt: 99ms | tok/sec: 1,650,731 | mfu: 39.9% | epoch: 1 | remaining: 56s    
step 02438 (81.4%) | loss: 2.855832 | lrm: 0.37 | dt: 99ms | tok/sec: 1,652,367 | mfu: 39.9% | epoch: 1 | remaining: 56s    
step 02439 (81.4%) | loss: 2.863806 | lrm: 0.37 | dt: 100ms | tok/sec: 1,639,539 | mfu: 39.6% | epoch: 1 | remaining: 56s    
step 02440 (81.5%) | loss: 2.874351 | lrm: 0.37 | dt: 99ms | tok/sec: 1,649,301 | mfu: 39.8% | epoch: 1 | remaining: 55s    
step 02441 (81.5%) | loss: 2.881871 | lrm: 0.37 | dt: 100ms | tok/sec: 1,635,193 | mfu: 39.5% | epoch: 1 | remaining: 55s    
step 02442 (81.5%) | loss: 2.884134 | lrm: 0.37 | dt: 99ms | tok/sec: 1,647,858 | mfu: 39.8% | epoch: 1 | remaining: 55s    
step 02443 (81.6%) | loss: 2.881286 | lrm: 0.37 | dt: 109ms | tok/sec: 1,497,600 | mfu: 36.2% | epoch: 1 | remaining: 55s    
step 02444 (81.6%) | loss: 2.878046 | lrm: 0.37 | dt: 98ms | tok/sec: 1,676,796 | mfu: 40.5% | epoch: 1 | remaining: 55s    
step 02445 (81.7%) | loss: 2.876286 | lrm: 0.37 | dt: 99ms | tok/sec: 1,647,091 | mfu: 39.8% | epoch: 1 | remaining: 55s    
step 02446 (81.7%) | loss: 2.874839 | lrm: 0.37 | dt: 98ms | tok/sec: 1,665,470 | mfu: 40.2% | epoch: 1 | remaining: 55s    
step 02447 (81.7%) | loss: 2.871458 | lrm: 0.37 | dt: 99ms | tok/sec: 1,658,520 | mfu: 40.1% | epoch: 1 | remaining: 55s    
step 02448 (81.7%) | loss: 2.871444 | lrm: 0.37 | dt: 116ms | tok/sec: 1,413,509 | mfu: 34.2% | epoch: 1 | remaining: 55s    
step 02449 (81.8%) | loss: 2.872993 | lrm: 0.36 | dt: 97ms | tok/sec: 1,682,404 | mfu: 40.6% | epoch: 1 | remaining: 55s    
step 02450 (81.8%) | loss: 2.870683 | lrm: 0.36 | dt: 99ms | tok/sec: 1,661,459 | mfu: 40.1% | epoch: 1 | remaining: 54s    
step 02451 (81.9%) | loss: 2.867344 | lrm: 0.36 | dt: 99ms | tok/sec: 1,651,747 | mfu: 39.9% | epoch: 1 | remaining: 54s    
step 02452 (81.9%) | loss: 2.868003 | lrm: 0.36 | dt: 101ms | tok/sec: 1,625,638 | mfu: 39.3% | epoch: 1 | remaining: 54s    
step 02453 (81.9%) | loss: 2.873469 | lrm: 0.36 | dt: 102ms | tok/sec: 1,609,615 | mfu: 38.9% | epoch: 1 | remaining: 54s    
step 02454 (82.0%) | loss: 2.872239 | lrm: 0.36 | dt: 100ms | tok/sec: 1,638,194 | mfu: 39.6% | epoch: 1 | remaining: 54s    
step 02455 (82.0%) | loss: 2.868974 | lrm: 0.36 | dt: 100ms | tok/sec: 1,644,557 | mfu: 39.7% | epoch: 1 | remaining: 54s    
step 02456 (82.0%) | loss: 2.868106 | lrm: 0.36 | dt: 100ms | tok/sec: 1,639,683 | mfu: 39.6% | epoch: 1 | remaining: 54s    
step 02457 (82.1%) | loss: 2.866101 | lrm: 0.36 | dt: 100ms | tok/sec: 1,631,098 | mfu: 39.4% | epoch: 1 | remaining: 54s    
step 02458 (82.1%) | loss: 2.863645 | lrm: 0.36 | dt: 100ms | tok/sec: 1,633,867 | mfu: 39.5% | epoch: 1 | remaining: 54s    
step 02459 (82.1%) | loss: 2.859969 | lrm: 0.36 | dt: 99ms | tok/sec: 1,657,476 | mfu: 40.0% | epoch: 1 | remaining: 54s    
step 02460 (82.2%) | loss: 2.856170 | lrm: 0.36 | dt: 99ms | tok/sec: 1,659,129 | mfu: 40.1% | epoch: 1 | remaining: 53s    
step 02461 (82.2%) | loss: 2.850910 | lrm: 0.36 | dt: 100ms | tok/sec: 1,633,704 | mfu: 39.5% | epoch: 1 | remaining: 53s    
step 02462 (82.2%) | loss: 2.849275 | lrm: 0.36 | dt: 100ms | tok/sec: 1,634,947 | mfu: 39.5% | epoch: 1 | remaining: 53s    
step 02463 (82.3%) | loss: 2.850557 | lrm: 0.35 | dt: 101ms | tok/sec: 1,619,462 | mfu: 39.1% | epoch: 1 | remaining: 53s    
step 02464 (82.3%) | loss: 2.847245 | lrm: 0.35 | dt: 99ms | tok/sec: 1,659,385 | mfu: 40.1% | epoch: 1 | remaining: 53s    
step 02465 (82.3%) | loss: 2.848473 | lrm: 0.35 | dt: 99ms | tok/sec: 1,660,805 | mfu: 40.1% | epoch: 1 | remaining: 53s    
step 02466 (82.4%) | loss: 2.849454 | lrm: 0.35 | dt: 100ms | tok/sec: 1,639,198 | mfu: 39.6% | epoch: 1 | remaining: 53s    
step 02467 (82.4%) | loss: 2.850467 | lrm: 0.35 | dt: 101ms | tok/sec: 1,619,054 | mfu: 39.1% | epoch: 1 | remaining: 53s    
step 02468 (82.4%) | loss: 2.856115 | lrm: 0.35 | dt: 100ms | tok/sec: 1,636,984 | mfu: 39.6% | epoch: 1 | remaining: 53s    
step 02469 (82.5%) | loss: 2.855664 | lrm: 0.35 | dt: 99ms | tok/sec: 1,657,784 | mfu: 40.1% | epoch: 1 | remaining: 53s    
step 02470 (82.5%) | loss: 2.853672 | lrm: 0.35 | dt: 99ms | tok/sec: 1,653,918 | mfu: 40.0% | epoch: 1 | remaining: 52s    
step 02471 (82.5%) | loss: 2.853861 | lrm: 0.35 | dt: 99ms | tok/sec: 1,650,030 | mfu: 39.9% | epoch: 1 | remaining: 52s    
step 02472 (82.6%) | loss: 2.848281 | lrm: 0.35 | dt: 99ms | tok/sec: 1,646,724 | mfu: 39.8% | epoch: 1 | remaining: 52s    
step 02473 (82.6%) | loss: 2.849366 | lrm: 0.35 | dt: 99ms | tok/sec: 1,654,069 | mfu: 40.0% | epoch: 1 | remaining: 52s    
step 02474 (82.6%) | loss: 2.845734 | lrm: 0.35 | dt: 100ms | tok/sec: 1,638,022 | mfu: 39.6% | epoch: 1 | remaining: 52s    
step 02475 (82.7%) | loss: 2.845543 | lrm: 0.35 | dt: 100ms | tok/sec: 1,640,525 | mfu: 39.6% | epoch: 1 | remaining: 52s    
step 02476 (82.7%) | loss: 2.847917 | lrm: 0.35 | dt: 100ms | tok/sec: 1,640,811 | mfu: 39.6% | epoch: 1 | remaining: 52s    
step 02477 (82.7%) | loss: 2.845548 | lrm: 0.35 | dt: 100ms | tok/sec: 1,634,850 | mfu: 39.5% | epoch: 1 | remaining: 52s    
step 02478 (82.8%) | loss: 2.843263 | lrm: 0.34 | dt: 100ms | tok/sec: 1,638,831 | mfu: 39.6% | epoch: 1 | remaining: 52s    
step 02479 (82.8%) | loss: 2.837502 | lrm: 0.34 | dt: 99ms | tok/sec: 1,647,016 | mfu: 39.8% | epoch: 1 | remaining: 52s    
step 02480 (82.8%) | loss: 2.834273 | lrm: 0.34 | dt: 99ms | tok/sec: 1,648,174 | mfu: 39.8% | epoch: 1 | remaining: 51s    
step 02481 (82.9%) | loss: 2.830870 | lrm: 0.34 | dt: 100ms | tok/sec: 1,642,034 | mfu: 39.7% | epoch: 1 | remaining: 51s    
step 02482 (82.9%) | loss: 2.835091 | lrm: 0.34 | dt: 100ms | tok/sec: 1,638,104 | mfu: 39.6% | epoch: 1 | remaining: 51s    
step 02483 (82.9%) | loss: 2.836110 | lrm: 0.34 | dt: 99ms | tok/sec: 1,649,618 | mfu: 39.9% | epoch: 1 | remaining: 51s    
step 02484 (83.0%) | loss: 2.841463 | lrm: 0.34 | dt: 100ms | tok/sec: 1,643,381 | mfu: 39.7% | epoch: 1 | remaining: 51s    
step 02485 (83.0%) | loss: 2.842912 | lrm: 0.34 | dt: 99ms | tok/sec: 1,655,113 | mfu: 40.0% | epoch: 1 | remaining: 51s    
step 02486 (83.0%) | loss: 2.841227 | lrm: 0.34 | dt: 101ms | tok/sec: 1,624,040 | mfu: 39.2% | epoch: 1 | remaining: 51s    
step 02487 (83.1%) | loss: 2.844714 | lrm: 0.34 | dt: 100ms | tok/sec: 1,642,466 | mfu: 39.7% | epoch: 1 | remaining: 51s    
step 02488 (83.1%) | loss: 2.842507 | lrm: 0.34 | dt: 100ms | tok/sec: 1,639,965 | mfu: 39.6% | epoch: 1 | remaining: 51s    
step 02489 (83.1%) | loss: 2.844910 | lrm: 0.34 | dt: 122ms | tok/sec: 1,337,605 | mfu: 32.3% | epoch: 1 | remaining: 51s    
step 02490 (83.2%) | loss: 2.844317 | lrm: 0.34 | dt: 100ms | tok/sec: 1,638,440 | mfu: 39.6% | epoch: 1 | remaining: 50s    
step 02491 (83.2%) | loss: 2.843106 | lrm: 0.34 | dt: 121ms | tok/sec: 1,350,401 | mfu: 32.6% | epoch: 1 | remaining: 50s    
step 02492 (83.2%) | loss: 2.842723 | lrm: 0.34 | dt: 96ms | tok/sec: 1,709,950 | mfu: 41.3% | epoch: 1 | remaining: 50s    
step 02493 (83.3%) | loss: 2.842640 | lrm: 0.33 | dt: 97ms | tok/sec: 1,683,545 | mfu: 40.7% | epoch: 1 | remaining: 50s    
step 02494 (83.3%) | loss: 2.838727 | lrm: 0.33 | dt: 98ms | tok/sec: 1,668,920 | mfu: 40.3% | epoch: 1 | remaining: 50s    
step 02495 (83.3%) | loss: 2.842888 | lrm: 0.33 | dt: 98ms | tok/sec: 1,678,237 | mfu: 40.5% | epoch: 1 | remaining: 50s    
step 02496 (83.4%) | loss: 2.842254 | lrm: 0.33 | dt: 100ms | tok/sec: 1,643,102 | mfu: 39.7% | epoch: 1 | remaining: 50s    
step 02497 (83.4%) | loss: 2.843356 | lrm: 0.33 | dt: 100ms | tok/sec: 1,642,584 | mfu: 39.7% | epoch: 1 | remaining: 50s    
step 02498 (83.4%) | loss: 2.841556 | lrm: 0.33 | dt: 103ms | tok/sec: 1,593,690 | mfu: 38.5% | epoch: 1 | remaining: 50s    
step 02499 (83.5%) | loss: 2.843486 | lrm: 0.33 | dt: 102ms | tok/sec: 1,612,826 | mfu: 39.0% | epoch: 1 | remaining: 50s    
step 02500 (83.5%) | loss: 2.843662 | lrm: 0.33 | dt: 101ms | tok/sec: 1,615,286 | mfu: 39.0% | epoch: 1 | remaining: 49s    
step 02501 (83.5%) | loss: 2.839125 | lrm: 0.33 | dt: 101ms | tok/sec: 1,615,978 | mfu: 39.0% | epoch: 1 | remaining: 49s    
step 02502 (83.6%) | loss: 2.839346 | lrm: 0.33 | dt: 99ms | tok/sec: 1,662,947 | mfu: 40.2% | epoch: 1 | remaining: 49s    
step 02503 (83.6%) | loss: 2.831734 | lrm: 0.33 | dt: 98ms | tok/sec: 1,674,300 | mfu: 40.5% | epoch: 1 | remaining: 49s    
step 02504 (83.6%) | loss: 2.835964 | lrm: 0.33 | dt: 100ms | tok/sec: 1,633,086 | mfu: 39.5% | epoch: 1 | remaining: 49s    
step 02505 (83.7%) | loss: 2.843004 | lrm: 0.33 | dt: 98ms | tok/sec: 1,675,100 | mfu: 40.5% | epoch: 1 | remaining: 49s    
step 02506 (83.7%) | loss: 2.843539 | lrm: 0.33 | dt: 97ms | tok/sec: 1,680,655 | mfu: 40.6% | epoch: 1 | remaining: 49s    
step 02507 (83.7%) | loss: 2.841755 | lrm: 0.33 | dt: 101ms | tok/sec: 1,624,477 | mfu: 39.2% | epoch: 1 | remaining: 49s    
step 02508 (83.8%) | loss: 2.842013 | lrm: 0.32 | dt: 101ms | tok/sec: 1,615,028 | mfu: 39.0% | epoch: 1 | remaining: 49s    
step 02509 (83.8%) | loss: 2.844862 | lrm: 0.32 | dt: 101ms | tok/sec: 1,614,581 | mfu: 39.0% | epoch: 1 | remaining: 49s    
step 02510 (83.8%) | loss: 2.843365 | lrm: 0.32 | dt: 101ms | tok/sec: 1,614,956 | mfu: 39.0% | epoch: 1 | remaining: 48s    
step 02511 (83.9%) | loss: 2.843834 | lrm: 0.32 | dt: 100ms | tok/sec: 1,632,217 | mfu: 39.4% | epoch: 1 | remaining: 48s    
step 02512 (83.9%) | loss: 2.844355 | lrm: 0.32 | dt: 113ms | tok/sec: 1,449,245 | mfu: 35.0% | epoch: 1 | remaining: 48s    
step 02513 (83.9%) | loss: 2.845123 | lrm: 0.32 | dt: 96ms | tok/sec: 1,698,005 | mfu: 41.0% | epoch: 1 | remaining: 48s    
step 02514 (84.0%) | loss: 2.842463 | lrm: 0.32 | dt: 98ms | tok/sec: 1,663,748 | mfu: 40.2% | epoch: 1 | remaining: 48s    
step 02515 (84.0%) | loss: 2.843552 | lrm: 0.32 | dt: 99ms | tok/sec: 1,658,848 | mfu: 40.1% | epoch: 1 | remaining: 48s    
step 02516 (84.0%) | loss: 2.845075 | lrm: 0.32 | dt: 98ms | tok/sec: 1,666,278 | mfu: 40.3% | epoch: 1 | remaining: 48s    
step 02517 (84.1%) | loss: 2.843487 | lrm: 0.32 | dt: 100ms | tok/sec: 1,637,183 | mfu: 39.6% | epoch: 1 | remaining: 48s    
step 02518 (84.1%) | loss: 2.841269 | lrm: 0.32 | dt: 100ms | tok/sec: 1,631,931 | mfu: 39.4% | epoch: 1 | remaining: 48s    
step 02519 (84.1%) | loss: 2.837533 | lrm: 0.32 | dt: 101ms | tok/sec: 1,628,659 | mfu: 39.4% | epoch: 1 | remaining: 48s    
step 02520 (84.2%) | loss: 2.836563 | lrm: 0.32 | dt: 101ms | tok/sec: 1,617,404 | mfu: 39.1% | epoch: 1 | remaining: 47s    
step 02521 (84.2%) | loss: 2.838739 | lrm: 0.32 | dt: 102ms | tok/sec: 1,603,209 | mfu: 38.7% | epoch: 1 | remaining: 47s    
step 02522 (84.2%) | loss: 2.841606 | lrm: 0.32 | dt: 101ms | tok/sec: 1,622,502 | mfu: 39.2% | epoch: 1 | remaining: 47s    
step 02523 (84.3%) | loss: 2.839384 | lrm: 0.31 | dt: 99ms | tok/sec: 1,651,743 | mfu: 39.9% | epoch: 1 | remaining: 47s    
step 02524 (84.3%) | loss: 2.838076 | lrm: 0.31 | dt: 99ms | tok/sec: 1,660,343 | mfu: 40.1% | epoch: 1 | remaining: 47s    
step 02525 (84.3%) | loss: 2.834923 | lrm: 0.31 | dt: 98ms | tok/sec: 1,664,284 | mfu: 40.2% | epoch: 1 | remaining: 47s    
step 02526 (84.4%) | loss: 2.835176 | lrm: 0.31 | dt: 99ms | tok/sec: 1,654,770 | mfu: 40.0% | epoch: 1 | remaining: 47s    
step 02527 (84.4%) | loss: 2.834683 | lrm: 0.31 | dt: 100ms | tok/sec: 1,636,236 | mfu: 39.5% | epoch: 1 | remaining: 47s    
step 02528 (84.4%) | loss: 2.837661 | lrm: 0.31 | dt: 101ms | tok/sec: 1,617,895 | mfu: 39.1% | epoch: 1 | remaining: 47s    
step 02529 (84.5%) | loss: 2.840960 | lrm: 0.31 | dt: 101ms | tok/sec: 1,629,110 | mfu: 39.4% | epoch: 1 | remaining: 47s    
step 02530 (84.5%) | loss: 2.841261 | lrm: 0.31 | dt: 101ms | tok/sec: 1,615,583 | mfu: 39.0% | epoch: 1 | remaining: 46s    
step 02531 (84.5%) | loss: 2.841297 | lrm: 0.31 | dt: 101ms | tok/sec: 1,624,454 | mfu: 39.2% | epoch: 1 | remaining: 46s    
step 02532 (84.6%) | loss: 2.830895 | lrm: 0.31 | dt: 100ms | tok/sec: 1,641,661 | mfu: 39.7% | epoch: 1 | remaining: 46s    
step 02533 (84.6%) | loss: 2.833612 | lrm: 0.31 | dt: 99ms | tok/sec: 1,649,428 | mfu: 39.9% | epoch: 1 | remaining: 46s    
step 02534 (84.6%) | loss: 2.833486 | lrm: 0.31 | dt: 99ms | tok/sec: 1,653,074 | mfu: 39.9% | epoch: 1 | remaining: 46s    
step 02535 (84.7%) | loss: 2.836740 | lrm: 0.31 | dt: 99ms | tok/sec: 1,649,333 | mfu: 39.9% | epoch: 1 | remaining: 46s    
step 02536 (84.7%) | loss: 2.835460 | lrm: 0.31 | dt: 99ms | tok/sec: 1,651,077 | mfu: 39.9% | epoch: 1 | remaining: 46s    
step 02537 (84.7%) | loss: 2.834084 | lrm: 0.31 | dt: 99ms | tok/sec: 1,648,771 | mfu: 39.8% | epoch: 1 | remaining: 46s    
step 02538 (84.8%) | loss: 2.836791 | lrm: 0.30 | dt: 101ms | tok/sec: 1,624,339 | mfu: 39.2% | epoch: 1 | remaining: 46s    
step 02539 (84.8%) | loss: 2.837368 | lrm: 0.30 | dt: 101ms | tok/sec: 1,624,570 | mfu: 39.3% | epoch: 1 | remaining: 46s    
step 02540 (84.8%) | loss: 2.842254 | lrm: 0.30 | dt: 155ms | tok/sec: 1,060,330 | mfu: 25.6% | epoch: 1 | remaining: 45s    
step 02541 (84.9%) | loss: 2.843313 | lrm: 0.30 | dt: 95ms | tok/sec: 1,723,532 | mfu: 41.6% | epoch: 1 | remaining: 45s    
step 02542 (84.9%) | loss: 2.850588 | lrm: 0.30 | dt: 97ms | tok/sec: 1,688,791 | mfu: 40.8% | epoch: 1 | remaining: 45s    
step 02543 (84.9%) | loss: 2.845252 | lrm: 0.30 | dt: 97ms | tok/sec: 1,688,883 | mfu: 40.8% | epoch: 1 | remaining: 45s    
step 02544 (85.0%) | loss: 2.845541 | lrm: 0.30 | dt: 97ms | tok/sec: 1,685,395 | mfu: 40.7% | epoch: 1 | remaining: 45s    
step 02545 (85.0%) | loss: 2.841802 | lrm: 0.30 | dt: 97ms | tok/sec: 1,689,859 | mfu: 40.8% | epoch: 1 | remaining: 45s    
step 02546 (85.0%) | loss: 2.841205 | lrm: 0.30 | dt: 98ms | tok/sec: 1,670,592 | mfu: 40.4% | epoch: 1 | remaining: 45s    
step 02547 (85.1%) | loss: 2.837086 | lrm: 0.30 | dt: 99ms | tok/sec: 1,652,661 | mfu: 39.9% | epoch: 1 | remaining: 45s    
step 02548 (85.1%) | loss: 2.836289 | lrm: 0.30 | dt: 100ms | tok/sec: 1,631,481 | mfu: 39.4% | epoch: 1 | remaining: 45s    
